OBJECTID,pointid,rate,region
1,1,0.03879962067,Northeast
2,2,0.04394169925,Northeast
3,3,0.04389045984,Northeast
4,4,0.03691111221,Northeast
5,5,0.03887753272,Northeast
6,6,0.04409583852,Northeast
7,7,0.03640422298,Northeast
8,8,0.04545908424,Northeast
9,9,0.04425789479,Northeast
10,10,0.03881982458,Northeast
11,11,0.04415025689,Northeast
12,12,0.02958791713,Northeast
13,13,0.03902761016,Northeast
14,14,0.03027850733,Northeast
15,15,0.04385827226,Northeast
16,16,0.03907148125,Northeast
17,17,0.03909152106,Northeast
18,18,0.04366222105,Northeast
19,19,0.04381296673,Northeast
20,20,0.03052119303,Northeast
21,21,0.03907782485,Northeast
22,22,0.02939396839,Northeast
23,23,0.02931665090,Northeast
24,24,0.02939199692,Northeast
25,25,0.03898760220,Northeast
26,26,0.03911719152,Northeast
27,27,0.04396942523,Northeast
28,28,0.03919217303,Northeast
29,29,0.04343283093,Northeast
30,30,0.03669186674,Northeast
31,31,0.04190017302,Northeast
32,32,0.04010613454,Northeast
33,33,0.04387132139,Northeast
34,34,0.04384576868,Northeast
35,35,0.02920374272,Northeast
36,36,0.02939272235,Northeast
37,37,0.03983324074,Northeast
38,38,0.03905832892,Northeast
39,39,0.03882129554,Northeast
40,40,0.03873063986,Northeast
41,41,0.03075966633,Northeast
42,42,0.03994052165,Northeast
43,43,0.02904307947,Northeast
44,44,0.02942849933,Northeast
45,45,0.04143954066,Northeast
46,46,0.03803005494,Northeast
47,47,0.03810066514,Northeast
48,48,0.03914790949,Northeast
49,49,0.03913512006,Northeast
50,50,0.03176944754,Northeast
51,51,0.04007669546,Northeast
52,52,0.03162187768,Northeast
53,53,0.04014001455,Northeast
54,54,0.04190995261,Northeast
55,55,0.04183484309,Northeast
56,56,0.03711940283,Northeast
57,57,0.03708474771,Northeast
58,58,0.03712953002,Northeast
59,59,0.03938804843,Northeast
60,60,0.03828384085,Northeast
61,61,0.04529583915,Northeast
62,62,0.03827681293,Northeast
63,63,0.04583808382,Northeast
64,64,0.04525915656,Northeast
65,65,0.04106867764,Northeast
66,66,0.04527920044,Northeast
67,67,0.04593145129,Northeast
68,68,0.04586555936,Northeast
69,69,0.03338498748,Northeast
70,70,0.04529285330,Northeast
71,71,0.04575917704,Northeast
72,72,0.04584678981,Northeast
73,73,0.04574811668,Northeast
74,74,0.04588251159,Northeast
75,75,0.03265384925,Northeast
76,76,0.03275042095,Northeast
77,77,0.03149420723,Northeast
78,78,0.03173217289,Northeast
79,79,0.03276184458,Northeast
80,80,0.04102672396,Northeast
81,81,0.03275917324,Northeast
82,82,0.03305346006,Northeast
83,83,0.03172237342,Northeast
84,84,0.03442313481,Northeast
85,85,0.03279703627,Northeast
86,86,0.03244630021,Northeast
87,87,0.03179585548,Northeast
88,88,0.03341261856,Northeast
89,89,0.03731078924,Northeast
90,90,0.03202784753,Northeast
91,91,0.03735408750,Northeast
92,92,0.03258952921,Northeast
93,93,0.03264743718,Northeast
94,94,0.03398094748,Northeast
95,95,0.03277554196,Northeast
96,96,0.03253066353,Northeast
97,97,0.04070953105,Northeast
98,98,0.03728679306,Northeast
99,99,0.03156678279,Northeast
100,100,0.04023780085,Northeast
101,101,0.03436491349,Northeast
102,102,0.03226855721,Northeast
103,103,0.02929421897,Northeast
104,104,0.03246114858,Northeast
105,105,0.04023555115,Northeast
106,106,0.03247426552,Northeast
107,107,0.03215631982,Northeast
108,108,0.04023967210,Northeast
109,109,0.04023894712,Northeast
110,110,0.04014946116,Northeast
111,111,0.04195786670,Northeast
112,112,0.03731452280,Northeast
113,113,0.03200634212,Northeast
114,114,0.03205384117,Northeast
115,115,0.04060242145,Northeast
116,116,0.03149831032,Northeast
117,117,0.03168362603,Northeast
118,118,0.03095326716,Northeast
119,119,0.03152234563,Northeast
120,120,0.03397832731,Northeast
121,121,0.03390496492,Northeast
122,122,0.02913770778,Northeast
123,123,0.03303864979,Northeast
124,124,0.02956108152,Northeast
125,125,0.02942875492,Northeast
126,126,0.02952581814,Northeast
127,127,0.02996895951,Northeast
128,128,0.03956137450,Northeast
129,129,0.02953906248,Northeast
130,130,0.03940394925,Northeast
131,131,0.04035802553,Northeast
132,132,0.03937658587,Northeast
133,133,0.03172218340,Northeast
134,134,0.03693075319,Northeast
135,135,0.03410950166,Northeast
136,136,0.03944221942,Northeast
137,137,0.03710970049,Northeast
138,138,0.03711095354,Northeast
139,139,0.03683586746,Northeast
140,140,0.03705646292,Northeast
141,141,0.03699596454,Northeast
142,142,0.03980789333,Northeast
143,143,0.03887304459,Northeast
144,144,0.03678504420,Northeast
145,145,0.03680028845,Northeast
146,146,0.03685943811,Northeast
147,147,0.03906372553,Northeast
148,148,0.03941990041,Northeast
149,149,0.03179864593,Northeast
150,150,0.03901499986,Northeast
151,151,0.03908934733,Northeast
152,152,0.03901593983,Northeast
153,153,0.03711108699,Northeast
154,154,0.03897764520,Northeast
155,155,0.03877265500,Northeast
156,156,0.04386822621,Northeast
157,157,0.03223488926,Northeast
158,158,0.03694178755,Northeast
159,159,0.03193893939,Northeast
160,160,0.03856857649,Northeast
161,161,0.03859156036,Northeast
162,162,0.03414585612,Northeast
163,163,0.03696295636,Northeast
164,164,0.03110942940,Northeast
165,165,0.03854273845,Northeast
166,166,0.03221237970,Northeast
167,167,0.03229313803,Northeast
168,168,0.03408496435,Northeast
169,169,0.03187217716,Northeast
170,170,0.03209399484,Northeast
171,171,0.03860966657,Northeast
172,172,0.03204494316,Northeast
173,173,0.03201999280,Northeast
174,174,0.03211516619,Northeast
175,175,0.03633186154,Northeast
176,176,0.03207644654,Northeast
177,177,0.03223809239,Northeast
178,178,0.03646010530,Northeast
179,179,0.03199748143,Northeast
180,180,0.03211726008,Northeast
181,181,0.03926081184,Northeast
182,182,0.03636890298,Northeast
183,183,0.03635319603,Northeast
184,184,0.03206310902,Northeast
185,185,0.03898990518,Northeast
186,186,0.02980184961,Northeast
187,187,0.03887302220,Northeast
188,188,0.03906395672,Northeast
189,189,0.02984627551,Northeast
190,190,0.03103658069,Northeast
191,191,0.03095139462,Northeast
192,192,0.03067385664,Northeast
193,193,0.02985317053,Northeast
194,194,0.02982435454,Northeast
195,195,0.02982196212,Northeast
196,196,0.03699232421,Northeast
197,197,0.02979281818,Northeast
198,198,0.02982548609,Northeast
199,199,0.03678668154,Northeast
200,200,0.03686964096,Northeast
201,201,0.03471280342,Northeast
202,202,0.03637784263,Northeast
203,203,0.03169351463,Northeast
204,204,0.03088801066,Northeast
205,205,0.03147006494,Northeast
206,206,0.03146062348,Northeast
207,207,0.03014284390,Northeast
208,208,0.03129028042,Northeast
209,209,0.03068144845,Northeast
210,210,0.02883200439,Northeast
211,211,0.03112333522,Northeast
212,212,0.02852848726,Northeast
213,213,0.03192842267,Northeast
214,214,0.03608917284,Northeast
215,215,0.02984971401,Northeast
216,216,0.03126666210,Northeast
217,217,0.03165235691,Northeast
218,218,0.03972993649,Northeast
219,219,0.03752906732,Northeast
220,220,0.03177097773,Northeast
221,221,0.03170360223,Northeast
222,222,0.03156659242,Northeast
223,223,0.02963240447,Northeast
224,224,0.03170733004,Northeast
225,225,0.03283535978,Northeast
226,226,0.03291864735,Northeast
227,227,0.03168712399,Northeast
228,228,0.03172178543,Northeast
229,229,0.03307932922,Northeast
230,230,0.03246048750,Northeast
231,231,0.03199156875,Northeast
232,232,0.03120580873,Northeast
233,233,0.02952116187,Northeast
234,234,0.02839018148,Northeast
235,235,0.03149346516,Northeast
236,236,0.03170520703,Northeast
237,237,0.03164583630,Northeast
238,238,0.03188867991,Northeast
239,239,0.03156416807,Northeast
240,240,0.03158451765,Northeast
241,241,0.03100130000,Northeast
242,242,0.03165280219,Northeast
243,243,0.03164048494,Northeast
244,244,0.03165235488,Northeast
245,245,0.02813801518,Northeast
246,246,0.02979327187,Northeast
247,247,0.02975596419,Northeast
248,248,0.03170776750,Northeast
249,249,0.03171277612,Northeast
250,250,0.03164873907,Northeast
251,251,0.02813797717,Northeast
252,252,0.03708806158,Northeast
253,253,0.03152388529,Northeast
254,254,0.02821790283,Northeast
255,255,0.02919181022,Northeast
256,256,0.03971712717,Northeast
257,257,0.03188324890,Northeast
258,258,0.03170728128,Northeast
259,259,0.03171971259,Northeast
260,260,0.03174080449,Northeast
261,261,0.03192132619,Northeast
262,262,0.03191297373,Northeast
263,263,0.03510948542,Northeast
264,264,0.03188247350,Northeast
265,265,0.03171769128,Northeast
266,266,0.03192019068,Northeast
267,267,0.03191493968,Northeast
268,268,0.03173329931,Northeast
269,269,0.03428644445,Northeast
270,270,0.03167888666,Northeast
271,271,0.03171694443,Northeast
272,272,0.03168773444,Northeast
273,273,0.03140281910,Northeast
274,274,0.03303093378,Northeast
275,275,0.03429873017,Northeast
276,276,0.03461191015,Northeast
277,277,0.04712403793,Northeast
278,278,0.03424969454,Northeast
279,279,0.03267508221,Northeast
280,280,0.04737829561,Northeast
281,281,0.03202605879,Northeast
282,282,0.03243610721,Northeast
283,283,0.03266068595,Northeast
284,284,0.03300646133,Northeast
285,285,0.04743565862,Northeast
286,286,0.04559172731,Northeast
287,287,0.03360748835,Northeast
288,288,0.03207199414,Northeast
289,289,0.03089638187,Northeast
290,290,0.03646023165,Northeast
291,291,0.03146639582,Northeast
292,292,0.03160081607,Northeast
293,293,0.02999831161,Northeast
294,294,0.03264881833,Northeast
295,295,0.03110891605,Northeast
296,296,0.03064006086,Northeast
297,297,0.03116303205,Northeast
298,298,0.02977892517,Northeast
299,299,0.04035082382,Northeast
300,300,0.04006909431,Northeast
301,301,0.03969150881,Northeast
302,302,0.03789539417,Northeast
303,303,0.04344377398,Northeast
304,304,0.04332789802,Northeast
305,305,0.02965827336,Northeast
306,306,0.03782259410,Northeast
307,307,0.03759747691,Northeast
308,308,0.04272539193,Northeast
309,309,0.04268007014,Northeast
310,310,0.03292677272,Northeast
311,311,0.03776885015,Northeast
312,312,0.03094102790,Northeast
313,313,0.04043462233,Northeast
314,314,0.03287837340,Northeast
315,315,0.04362145569,Northeast
316,316,0.03114823129,Northeast
317,317,0.04003449828,Northeast
318,318,0.02974040080,Northeast
319,319,0.02928440589,Northeast
320,320,0.02922179687,Northeast
321,321,0.03018279804,Northeast
322,322,0.03021413746,Northeast
323,323,0.04355815064,Northeast
324,324,0.04349332306,Northeast
325,325,0.03712284753,Northeast
326,326,0.03109498426,Northeast
327,327,0.02988465952,Northeast
328,328,0.03982640764,Northeast
329,329,0.02903933522,Northeast
330,330,0.03085828245,Northeast
331,331,0.03072450195,Northeast
332,332,0.02911319250,Northeast
333,333,0.03966801788,Northeast
334,334,0.04398475377,Northeast
335,335,0.04347994136,Northeast
336,336,0.03669397587,Northeast
337,337,0.03729110274,Northeast
338,338,0.03715135787,Northeast
339,339,0.03849494301,Northeast
340,340,0.03990945749,Northeast
341,341,0.03989425269,Northeast
342,342,0.02955471869,Northeast
343,343,0.03988571693,Northeast
344,344,0.03965934750,Northeast
345,345,0.02920124319,Northeast
346,346,0.04308705867,Northeast
347,347,0.03712771089,Northeast
348,348,0.03703072193,Northeast
349,349,0.02955087871,Northeast
350,350,0.04006010094,Northeast
351,351,0.04354184037,Northeast
352,352,0.03969194267,Northeast
353,353,0.03971775742,Northeast
354,354,0.02933281774,Northeast
355,355,0.03965503610,Northeast
