OBJECTID,pointid,rate,region
1,1,0.03316514130,Northwest
2,2,0.03304838368,Northwest
3,3,0.03305866176,Northwest
4,4,0.03085071251,Northwest
5,5,0.03424611784,Northwest
6,6,0.03404929521,Northwest
7,7,0.03385778048,Northwest
8,8,0.03454413844,Northwest
9,9,0.03425268529,Northwest
10,10,0.03536782978,Northwest
11,11,0.03414422092,Northwest
12,12,0.03464740779,Northwest
13,13,0.03213799510,Northwest
14,14,0.03240021437,Northwest
15,15,0.04450537218,Northwest
16,16,0.03382662797,Northwest
17,17,0.04423665318,Northwest
18,18,0.03380088045,Northwest
19,19,0.03386862449,Northwest
20,20,0.03569018092,Northwest
21,21,0.03423740990,Northwest
22,22,0.03476362692,Northwest
23,23,0.03763123008,Northwest
24,24,0.03429460296,Northwest
25,25,0.03429460296,Northwest
26,26,0.03741654943,Northwest
27,27,0.03427095708,Northwest
28,28,0.03535661206,Northwest
29,29,0.03413339410,Northwest
30,30,0.03410014010,Northwest
31,31,0.03603802498,Northwest
32,32,0.03600162234,Northwest
33,33,0.03603802498,Northwest
34,34,0.03604035839,Northwest
35,35,0.03604337127,Northwest
36,36,0.03541166127,Northwest
37,37,0.03409152034,Northwest
38,38,0.03603802498,Northwest
39,39,0.03603802498,Northwest
40,40,0.03479804033,Northwest
41,41,0.03476846422,Northwest
42,42,0.03558724063,Northwest
43,43,0.03377762359,Northwest
44,44,0.03603802498,Northwest
45,45,0.03603700325,Northwest
46,46,0.03531197340,Northwest
47,47,0.03600120200,Northwest
48,48,0.03457841232,Northwest
49,49,0.03478038520,Northwest
50,50,0.03437532895,Northwest
51,51,0.03553616464,Northwest
52,52,0.03602691534,Northwest
53,53,0.03545412690,Northwest
54,54,0.03545460850,Northwest
55,55,0.03481221630,Northwest
56,56,0.03639032001,Northwest
57,57,0.03764744386,Northwest
58,58,0.03557878827,Northwest
59,59,0.03393312819,Northwest
60,60,0.03602691534,Northwest
61,61,0.03551351742,Northwest
62,62,0.03482069912,Northwest
63,63,0.03522872816,Northwest
64,64,0.03449356627,Northwest
65,65,0.03557878827,Northwest
