OBJECTID,pointid,rate,region
1,1,0.04308823538,Southeast
2,2,0.03928043943,Southeast
3,3,0.04309142288,Southeast
4,4,0.03193872176,Southeast
5,5,0.04324581237,Southeast
6,6,0.04121171265,Southeast
7,7,0.03085286274,Southeast
8,8,0.04450854679,Southeast
9,9,0.04450795876,Southeast
10,10,0.04168653270,Southeast
11,11,0.04121171265,Southeast
12,12,0.03078129226,Southeast
13,13,0.03084732948,Southeast
14,14,0.04446231222,Southeast
15,15,0.04450808085,Southeast
16,16,0.04081209638,Southeast
17,17,0.04356379771,Southeast
18,18,0.04483430390,Southeast
19,19,0.04082258642,Southeast
20,20,0.04047076690,Southeast
21,21,0.03084720525,Southeast
22,22,0.04042365822,Southeast
23,23,0.04280943683,Southeast
24,24,0.04361960729,Southeast
25,25,0.04292574119,Southeast
26,26,0.04472763623,Southeast
27,27,0.04496207269,Southeast
28,28,0.04367092133,Southeast
29,29,0.04082329420,Southeast
30,30,0.03060186676,Southeast
31,31,0.04042321555,Southeast
32,32,0.04280849531,Southeast
33,33,0.04341840208,Southeast
34,34,0.04008358899,Southeast
35,35,0.04008215152,Southeast
36,36,0.04362107636,Southeast
37,37,0.04228020972,Southeast
38,38,0.04351924926,Southeast
39,39,0.04490845682,Southeast
40,40,0.04353384948,Southeast
41,41,0.04461516109,Southeast
42,42,0.04210609429,Southeast
43,43,0.04150453108,Southeast
44,44,0.04150298666,Southeast
45,45,0.04151217455,Southeast
46,46,0.04132703928,Southeast
47,47,0.04272529632,Southeast
48,48,0.03054931575,Southeast
49,49,0.04009900475,Southeast
50,50,0.04006222365,Southeast
51,51,0.04364875994,Southeast
52,52,0.04362666307,Southeast
53,53,0.04211292890,Southeast
54,54,0.04229605727,Southeast
55,55,0.04465375978,Southeast
56,56,0.04321122315,Southeast
57,57,0.04598837238,Southeast
58,58,0.04197815294,Southeast
59,59,0.04150844373,Southeast
60,60,0.04137853127,Southeast
61,61,0.04137773284,Southeast
62,62,0.04143739085,Southeast
63,63,0.04147453296,Southeast
64,64,0.04151248757,Southeast
65,65,0.04302695082,Southeast
66,66,0.04297199283,Southeast
67,67,0.04132708084,Southeast
68,68,0.04197127047,Southeast
69,69,0.03999179869,Southeast
70,70,0.03846004496,Southeast
71,71,0.03846004496,Southeast
72,72,0.04364978631,Southeast
73,73,0.04278359271,Southeast
74,74,0.04006222365,Southeast
75,75,0.04276087800,Southeast
76,76,0.04328173370,Southeast
77,77,0.04364811818,Southeast
78,78,0.04308736019,Southeast
79,79,0.04354532315,Southeast
80,80,0.04167963969,Southeast
81,81,0.04150572606,Southeast
82,82,0.04150486164,Southeast
83,83,0.04137820084,Southeast
84,84,0.04143773616,Southeast
85,85,0.04139526224,Southeast
86,86,0.04141570396,Southeast
87,87,0.04149146280,Southeast
88,88,0.04147840003,Southeast
89,89,0.04288442760,Southeast
90,90,0.04288457738,Southeast
91,91,0.04301484733,Southeast
92,92,0.04303552727,Southeast
93,93,0.04399979253,Southeast
94,94,0.04399762404,Southeast
95,95,0.03845886569,Southeast
96,96,0.04624001099,Southeast
97,97,0.04365211499,Southeast
98,98,0.04365130594,Southeast
99,99,0.04278766020,Southeast
100,100,0.04276120939,Southeast
101,101,0.04329465963,Southeast
