OBJECTID,pointid,rate,region
1,1,0.02837080852,Southwest
2,2,0.03102393225,Southwest
3,3,0.03097957812,Southwest
4,4,0.03056753526,Southwest
5,5,0.04328152228,Southwest
6,6,0.02785344351,Southwest
7,7,0.03052591112,Southwest
8,8,0.03040609727,Southwest
9,9,0.02751041819,Southwest
10,10,0.02694440134,Southwest
11,11,0.02911076184,Southwest
12,12,0.02708462595,Southwest
13,13,0.04455053395,Southwest
14,14,0.03005343767,Southwest
15,15,0.03011089419,Southwest
16,16,0.02992664093,Southwest
17,17,0.02969573382,Southwest
18,18,0.02929858967,Southwest
19,19,0.03984628355,Southwest
20,20,0.02775083771,Southwest
21,21,0.02920139582,Southwest
22,22,0.04064568931,Southwest
23,23,0.04060483953,Southwest
24,24,0.02780472746,Southwest
25,25,0.02927351667,Southwest
26,26,0.04026625027,Southwest
27,27,0.02921124991,Southwest
28,28,0.02861658357,Southwest
29,29,0.02705975968,Southwest
30,30,0.02781170537,Southwest
31,31,0.02716414727,Southwest
32,32,0.02713107099,Southwest
33,33,0.02748587724,Southwest
34,34,0.03012040219,Southwest
35,35,0.02933513386,Southwest
36,36,0.04273978413,Southwest
37,37,0.02739960685,Southwest
38,38,0.02730558599,Southwest
39,39,0.02707861256,Southwest
40,40,0.02834116428,Southwest
41,41,0.03993144176,Southwest
42,42,0.02731230852,Southwest
43,43,0.02810986822,Southwest
44,44,0.02732533474,Southwest
45,45,0.04059593965,Southwest
46,46,0.02815940517,Southwest
47,47,0.04097396658,Southwest
48,48,0.02725214506,Southwest
49,49,0.04078940268,Southwest
50,50,0.02641229021,Southwest
51,51,0.04302003145,Southwest
52,52,0.03956747775,Southwest
53,53,0.02764019574,Southwest
54,54,0.02824044698,Southwest
55,55,0.04521479627,Southwest
56,56,0.02748784464,Southwest
57,57,0.04131279127,Southwest
58,58,0.02760842471,Southwest
59,59,0.02886538679,Southwest
60,60,0.04351549255,Southwest
61,61,0.04157284912,Southwest
62,62,0.02957532803,Southwest
63,63,0.04255646799,Southwest
64,64,0.04272140420,Southwest
65,65,0.04136707643,Southwest
66,66,0.04180280432,Southwest
67,67,0.04331430634,Southwest
68,68,0.04100358030,Southwest
69,69,0.02893931626,Southwest
70,70,0.04395778961,Southwest
71,71,0.04212880695,Southwest
72,72,0.03016586902,Southwest
73,73,0.04204309348,Southwest
74,74,0.04300599679,Southwest
75,75,0.03754455651,Southwest
76,76,0.04793521991,Southwest
77,77,0.02786559944,Southwest
78,78,0.04529448497,Southwest
79,79,0.04492221288,Southwest
80,80,0.03043837379,Southwest
81,81,0.02950239576,Southwest
82,82,0.04600366595,Southwest
83,83,0.04468397499,Southwest
84,84,0.04482534406,Southwest
85,85,0.04794581806,Southwest
86,86,0.04467329688,Southwest
87,87,0.04479217691,Southwest
88,88,0.04421683640,Southwest
89,89,0.04301554268,Southwest
90,90,0.02665818140,Southwest
91,91,0.04275843102,Southwest
92,92,0.04605988595,Southwest
93,93,0.02834698434,Southwest
94,94,0.02879249117,Southwest
95,95,0.02929587658,Southwest
96,96,0.04239281863,Southwest
97,97,0.04503957692,Southwest
98,98,0.02936292654,Southwest
99,99,0.04370509034,Southwest
100,100,0.04468390473,Southwest
101,101,0.04360140542,Southwest
102,102,0.02662032181,Southwest
103,103,0.04156629009,Southwest
104,104,0.04293038558,Southwest
105,105,0.02770043005,Southwest
106,106,0.04563783546,Southwest
107,107,0.02854586301,Southwest
108,108,0.02960177735,Southwest
109,109,0.02749512809,Southwest
110,110,0.04196214663,Southwest
111,111,0.02891331247,Southwest
112,112,0.04318243011,Southwest
113,113,0.04197979176,Southwest
114,114,0.04146890842,Southwest
115,115,0.02702360727,Southwest
116,116,0.04042331370,Southwest
117,117,0.04148136541,Southwest
118,118,0.02825681415,Southwest
119,119,0.03523733793,Southwest
120,120,0.03027452409,Southwest
121,121,0.04125741802,Southwest
122,122,0.02884424140,Southwest
123,123,0.03979909354,Southwest
124,124,0.03640191114,Southwest
