OBJECTID,pointid,rate,region
1,1,0.04406544632,Central
2,2,0.04391393311,Central
3,3,0.04617470699,Central
4,4,0.04564863167,Central
5,5,0.02945197620,Central
6,6,0.03938511743,Central
7,7,0.04297655179,Central
8,8,0.04248281679,Central
9,9,0.03653296279,Central
10,10,0.04319460925,Central
11,11,0.04345473174,Central
12,12,0.04250791786,Central
13,13,0.04075860314,Central
14,14,0.04334743529,Central
15,15,0.02873326005,Central
16,16,0.03116742995,Central
17,17,0.02910823093,Central
18,18,0.03841275357,Central
19,19,0.04238729171,Central
20,20,0.04208312600,Central
21,21,0.02912615855,Central
22,22,0.04081547182,Central
23,23,0.03744625073,Central
24,24,0.04357196645,Central
25,25,0.02877627790,Central
26,26,0.03765996361,Central
27,27,0.04182503585,Central
28,28,0.03828051095,Central
29,29,0.04523312687,Central
30,30,0.04499559366,Central
31,31,0.04199227409,Central
32,32,0.04290044337,Central
33,33,0.04078011163,Central
34,34,0.04648187369,Central
35,35,0.04277423442,Central
36,36,0.04216999995,Central
37,37,0.04499806474,Central
38,38,0.03763591080,Central
39,39,0.04191537398,Central
40,40,0.04219644900,Central
41,41,0.04220077465,Central
42,42,0.04220602279,Central
43,43,0.04218743350,Central
44,44,0.02851139376,Central
45,45,0.02851445698,Central
46,46,0.04500322897,Central
47,47,0.04650511780,Central
48,48,0.04366997380,Central
49,49,0.04370019654,Central
50,50,0.04367295069,Central
51,51,0.04368787396,Central
52,52,0.02861525673,Central
53,53,0.04409806040,Central
54,54,0.04379448912,Central
55,55,0.03073819928,Central
56,56,0.04623471768,Central
57,57,0.03479980983,Central
58,58,0.04199850715,Central
59,59,0.04220077465,Central
60,60,0.04211665115,Central
61,61,0.04211832785,Central
62,62,0.04505059339,Central
63,63,0.04512254924,Central
64,64,0.04305405995,Central
65,65,0.04241893679,Central
66,66,0.04638466251,Central
67,67,0.04131933953,Central
68,68,0.04443667907,Central
69,69,0.03989935555,Central
70,70,0.03018319334,Central
71,71,0.02851348450,Central
72,72,0.04146086440,Central
73,73,0.04326678194,Central
74,74,0.04209702979,Central
75,75,0.04219644900,Central
76,76,0.04211829203,Central
77,77,0.04507166346,Central
78,78,0.04507166346,Central
79,79,0.04510687450,Central
80,80,0.04305630890,Central
81,81,0.04241642622,Central
82,82,0.03821206332,Central
83,83,0.04305481195,Central
84,84,0.04271668196,Central
85,85,0.04455241854,Central
86,86,0.02994678406,Central
87,87,0.03053241215,Central
88,88,0.04323572355,Central
89,89,0.04006160963,Central
90,90,0.04334903745,Central
91,91,0.04344013220,Central
92,92,0.03686709330,Central
93,93,0.04208944105,Central
94,94,0.04210929809,Central
95,95,0.04208969743,Central
96,96,0.04208624793,Central
97,97,0.04211611363,Central
98,98,0.04208624793,Central
99,99,0.04242242913,Central
100,100,0.04241627426,Central
101,101,0.04313337471,Central
102,102,0.03696651726,Central
103,103,0.04200987838,Central
104,104,0.04303678318,Central
105,105,0.04291901064,Central
106,106,0.04422784296,Central
107,107,0.03373614618,Central
108,108,0.04257547110,Central
109,109,0.04150728088,Central
110,110,0.04564760922,Central
111,111,0.04219229726,Central
112,112,0.04199914002,Central
113,113,0.04205697302,Central
114,114,0.04205570454,Central
115,115,0.04206266130,Central
116,116,0.04206298973,Central
117,117,0.04212111276,Central
118,118,0.04244247920,Central
119,119,0.04319937925,Central
120,120,0.04314848612,Central
121,121,0.04313474307,Central
122,122,0.04075263817,Central
123,123,0.04305473564,Central
124,124,0.04655257860,Central
125,125,0.04636262409,Central
126,126,0.04275366161,Central
127,127,0.04371023341,Central
128,128,0.04308482996,Central
129,129,0.04341115861,Central
130,130,0.02860853248,Central
131,131,0.04019673264,Central
132,132,0.04204994359,Central
133,133,0.04207115430,Central
134,134,0.04205912809,Central
135,135,0.04207548368,Central
136,136,0.04439892654,Central
137,137,0.04313384848,Central
138,138,0.04591021888,Central
139,139,0.04305784461,Central
140,140,0.04475506709,Central
141,141,0.03818240771,Central
142,142,0.04368026794,Central
143,143,0.04407357974,Central
144,144,0.04367012469,Central
145,145,0.04059740816,Central
146,146,0.04198328810,Central
147,147,0.04468205790,Central
148,148,0.04197959437,Central
149,149,0.04455354225,Central
150,150,0.04197141424,Central
151,151,0.04523969808,Central
152,152,0.04204333874,Central
153,153,0.04197141424,Central
154,154,0.04429907590,Central
155,155,0.04438589635,Central
156,156,0.04307469129,Central
157,157,0.04455166180,Central
158,158,0.04337206793,Central
159,159,0.02960521780,Central
160,160,0.04357423469,Central
161,161,0.03034298290,Central
162,162,0.04365793947,Central
163,163,0.03765870800,Central
164,164,0.04636876935,Central
165,165,0.04244379961,Central
166,166,0.04242255626,Central
167,167,0.04302947015,Central
168,168,0.04308586193,Central
169,169,0.04646755988,Central
170,170,0.04648920532,Central
171,171,0.04648391863,Central
172,172,0.04567531445,Central
173,173,0.04165533005,Central
174,174,0.04165533005,Central
175,175,0.04303655161,Central
176,176,0.02882949735,Central
177,177,0.04244882213,Central
178,178,0.04640670971,Central
179,179,0.04636356378,Central
180,180,0.04244304806,Central
181,181,0.03724822290,Central
182,182,0.04319660152,Central
183,183,0.04069433657,Central
184,184,0.04242255626,Central
185,185,0.04586957331,Central
186,186,0.04076377639,Central
187,187,0.04584691637,Central
188,188,0.04313874530,Central
189,189,0.04340582625,Central
190,190,0.04339339935,Central
191,191,0.04380317453,Central
192,192,0.04524854735,Central
193,193,0.04246568274,Central
194,194,0.03720840253,Central
195,195,0.04468747387,Central
196,196,0.04069433657,Central
197,197,0.04069433657,Central
198,198,0.04069433657,Central
199,199,0.04590954509,Central
200,200,0.04076120507,Central
201,201,0.04420026200,Central
202,202,0.04182155115,Central
203,203,0.04314392684,Central
204,204,0.04331515058,Central
205,205,0.04354900150,Central
206,206,0.03918869342,Central
207,207,0.03029938455,Central
208,208,0.04402208355,Central
209,209,0.04243538240,Central
210,210,0.04247272801,Central
211,211,0.04110982879,Central
212,212,0.04341223683,Central
213,213,0.03525589047,Central
